"","w","age"
"3225",3600,55
"3226",8000,36
"3227",2000,35
"3228",1350,70
"3229",2800,48
"3230",2000,70
"3231",2300,55
"3232",6000,45
"3233",4000,59
"3234",2700,26
"3235",2900,57
"3236",4000,43
"3237",2400,43
"3238",2800,51
"3239",3000,42
"3240",2400,27
"3241",3000,56
"3242",2000,52
"3243",3000,42
"3244",3000,38
"3245",2000,53
"3246",5600,46
"3247",1800,34
"3248",3500,46
"3249",1800,41
"3250",1730,26
"3251",1850,49
"3252",8000,41
"3253",6000,46
"3254",2035,33
"3255",2700,58
"3256",2700,23
"3257",4500,33
"3258",3000,33
"3259",2200,64
"3260",2800,27
"3261",2200,72
"3262",3400,24
"3263",2600,50
"3264",2100,25
"3265",3400,41
"3266",3500,43
"3267",8000,30
"3268",3200,29
"3269",8500,29
"3270",1900,40
"3271",4000,49
"3272",2120,50
"3273",2500,43
"3274",3000,26
"3275",2000,26
"3276",2200,58
"3277",1100,28
"3278",4000,52
"3279",4000,62
"3280",2500,51
"3281",3000,54
"3282",4700,46
"3283",3500,31
"3284",13000,31
"3285",2300,47
"3286",3400,47
"3287",1900,47
"3288",3000,41
"3289",3000,22
"3290",4500,29
"3291",3000,40
"3292",2600,45
"3293",2000,35
"3294",1950,56
"3295",2600,48
"3296",7500,36
"3297",3800,36
"3298",2000,54
"3299",2020,46
"3300",4000,52
"3301",3000,53
"3302",3000,35
"3303",2400,32
"3304",2300,56
"3305",2200,42
"3306",3500,26
"3307",2100,25
"3308",1900,31
"3309",3500,48
"3310",0,36
"3311",4000,28
"3312",2500,40
"3313",3000,62
"3314",2000,52
"3315",3500,40
"3316",3500,55
"3317",2300,31
"3318",2200,57
"3319",2700,35
"3320",2500,45
"3321",3000,52
"3322",6000,67
"3323",1850,60
"3324",4000,30
"3325",6500,29
"3326",4000,60
"3327",3000,48
"3328",2300,41
"3329",2150,28
"3330",3500,49
"3331",2800,41
"3332",3600,39
"3333",3000,57
"3334",1700,65
"3335",2500,31
"3336",2000,48
"3337",2500,54
"3338",3000,36
"3339",1900,28
"3340",1800,44
"3341",4200,37
"3342",3400,39
"3343",3700,34
"3344",1400,19
"3345",2200,29
"3346",3500,61
"3347",4000,36
"3348",3000,42
"3349",1920,52
"3350",6800,41
"3351",2850,37
"3352",2780,40
"3353",3200,48
"3354",1440,55
"3355",2700,27
"3356",1950,52
"3357",3200,45
"3358",2200,46
"3359",2800,31
"3360",3000,54
"3361",4000,51
"3362",1900,54
"3363",2000,54
"3364",600,53
"3365",2000,28
"3366",1100,61
"3367",3500,40
"3368",2000,58
"3369",5500,29
"3370",3000,23
"3371",2600,34
"3372",2460,51
"3373",4500,27
"3374",2000,48
"3375",2100,29
"3376",2300,61
"3377",5000,43
"3378",1200,70
"3379",3000,45
"3380",1900,63
"3381",4000,42
"3382",3800,33
"3383",1900,49
"3384",4000,27
"3385",2200,39
"3386",6000,64
"3387",3800,43
"3388",3000,29
"3389",1200,65
"3390",3600,58
"3391",2300,57
"3392",1900,43
"3393",0,32
"3394",4000,33
"3395",3000,29
"3396",1000,22
"3397",16000,38
"3398",5000,29
"3399",6000,31
"3400",3000,28
"3401",1500,39
"3402",3300,41
"3403",2200,53
"3404",4460,36
"3405",4000,38
"3406",1960,41
"3407",3300,62
"3408",2100,30
"3409",3000,44
"3410",2000,40
"3411",2500,38
"3412",3200,60
"3413",2500,33
"3414",1900,56
"3415",1900,53
"3416",2450,57
"3417",2100,31
"3418",3250,28
"3419",1720,49
"3420",2500,32
"3421",900,20
"3422",3200,59
"3423",2700,54
"3424",2500,47
"3425",2000,35
"3426",4500,51
"3427",3200,50
"3428",2000,61
"3429",3400,46
"3430",2000,65
"3431",6000,41
"3432",3800,46
"3433",4000,29
"3434",1900,62
"3435",4000,41
"3436",3500,44
"3437",4800,51
"3438",4000,30
"3439",2500,32
"3440",7000,36
"3441",3000,45
"3442",2200,50
"3443",2100,24
"3444",2700,19
"3445",1400,73
"3446",3500,33
"3447",630,65
"3448",1000,21
"3449",1700,22
"3450",3200,35
"3451",2600,29
"3452",1700,31
"3453",2200,29
"3454",7000,46
"3455",3200,46
"3456",3800,58
"3457",2000,41
"3458",2800,22
"3459",2030,61
"3460",3500,30
"3461",2400,48
"3462",2500,38
"3463",2400,25
"3464",4200,64
"3465",2500,40
"3466",6000,43
"3467",6000,25
"3468",2700,63
"3469",3900,44
"3470",4200,41
"3471",1800,50
"3472",2300,50
"3473",2100,41
"3474",2100,54
"3475",3200,35
"3476",3100,32
"3477",2200,29
"3478",6500,38
"3479",7000,36
"3480",1950,50
"3481",13000,25
"3482",2700,57
"3483",4000,35
"3484",2500,51
"3485",4500,24
"3486",1720,38
"3487",1295,62
"3488",1950,25
"3489",3400,52
"3490",2200,59
"3491",3700,55
"3492",1950,61
"3493",3000,58
"3494",3000,35
"3495",3000,24
"3496",4800,54
"3497",3500,65
"3498",1600,45
"3499",3600,62
"3500",3000,46
"3501",2200,32
"3502",2800,43
"3503",2609,33
"3504",2000,58
"3505",3500,60
"3506",2600,29
"3507",2000,27
"3508",3200,58
"3509",2100,25
"3510",3000,49
"3511",2350,56
"3512",3000,36
"3513",3000,38
"3514",3100,32
"3515",3000,56
"3516",4000,53
"3517",3000,58
"3518",2800,62
"3519",3200,42
"3520",2550,53
"3521",2000,50
"3522",2500,36
"3523",3600,26
"3524",2700,45
"3525",2800,29
"3526",2200,50
"3527",3000,40
"3528",19200,44
"3529",2800,39
"3530",1900,35
"3531",1950,33
"3532",3300,32
"3533",2500,43
"3534",3000,49
"3535",5500,50
"3536",2986,37
"3537",2500,38
"3538",2000,64
"3539",2000,49
"3540",2900,50
"3541",2000,58
"3542",3800,40
"3543",2300,38
"3544",2600,43
"3545",3000,29
"3546",2000,44
"3547",3000,38
"3548",2500,24
"3549",2100,47
"3550",2500,28
"3551",2500,48
"3552",2800,44
"3553",3500,37
"3554",1878,27
"3555",1900,56
"3556",3500,64
"3557",3600,50
"3558",2100,36
"3559",2500,57
"3560",4000,65
"3561",1650,55
"3562",2200,57
"3563",1500,24
"3564",3500,46
"3565",3000,40
"3566",2100,41
"3567",2000,43
"3568",3200,32
"3569",3000,42
"3570",2500,45
"3571",3800,42
"3572",2500,40
"3573",3000,50
"3574",2000,29
"3575",1850,51
"3576",2500,30
"3577",3500,42
"3578",2800,33
"3579",2300,25
"3580",2200,42
"3581",4370,44
"3582",4000,40
"3583",1930,45
"3584",1800,39
"3585",1940,50
"3586",2700,45
"3587",4300,42
"3588",2250,26
"3589",2000,52
"3590",2100,55
"3591",3850,36
"3592",2400,27
"3593",2500,47
"3594",2000,41
"3595",1900,30
"3596",2500,59
"3597",2100,54
"3598",2600,24
"3599",2300,59
"3600",3200,49
"3601",2100,35
"3602",6000,54
"3603",1930,44
"3604",2800,37
"3605",2800,50
"3606",1650,33
"3607",1800,62
"3608",2400,49
"3609",6000,64
"3610",600,77
"3611",4500,43
"3612",3700,50
"3613",1800,46
"3614",2900,50
"3615",2700,35
"3616",2500,43
"3617",1200,51
"3618",5000,43
"3619",4000,48
"3620",2000,43
"3621",2600,40
"3622",2000,58
"3623",1750,57
"3624",5000,34
"3625",2500,42
"3626",3400,39
"3627",3600,37
"3628",3500,61
"3629",4000,33
"3630",3000,35
"3631",2200,36
"3632",3000,32
"3633",3000,25
"3634",3000,36
"3635",3200,32
"3636",2000,23
"3637",2000,58
"3638",3200,33
"3639",3200,47
"3640",2350,37
"3641",3000,35
"3642",2000,45
"3643",2500,61
"3644",3000,54
"3645",3000,45
"3646",1950,45
"3647",6000,35
"3648",3100,39
"3649",5000,40
"3650",2600,34
"3651",3000,30
"3652",2900,43
"3653",2950,40
"3654",1640,55
"3655",1670,58
"3656",2400,57
"3657",1520,29
"3658",3000,58
"3659",2100,45
"3660",2400,27
"3661",1200,47
"3662",1700,39
"3663",2500,47
"3664",2700,40
"3665",2100,59
"3666",4000,61
"3667",4500,54
"3668",4000,39
"3669",6000,50
"3670",3000,55
"3671",4500,31
"3672",5000,33
"3673",2200,59
"3674",3800,38
"3675",1500,53
"3676",1920,49
"3677",5500,47
"3678",4200,41
"3679",3700,41
"3680",3500,44
"3681",2200,26
"3682",4200,38
"3683",3600,42
"3684",12000,39
"3685",3500,30
"3686",1900,27
"3687",2900,27
"3688",2780,41
"3689",3100,38
"3690",4000,23
"3691",3200,23
"3692",2450,45
"3693",4400,35
"3694",2500,36
"3695",4500,64
"3696",2600,51
"3697",2600,50
"3698",1800,47
"3699",1440,49
"3700",2000,65
"3701",3600,64
"3702",2000,35
"3703",780,56
"3704",0,63
"3705",2400,29
"3706",4600,45
"3707",2200,39
"3708",2200,60
"3709",950,46
"3710",1920,47
"3711",3000,52
"3712",9000,42
"3713",3000,33
"3714",4000,51
"3715",1950,26
"3716",4600,30
"3717",3000,36
"3718",2000,26
"3719",1850,21
"3720",2900,48
"3721",2300,43
"3722",2300,20
"3723",4000,57
"3724",6000,43
"3725",4000,36
"3726",4200,32
"3727",1800,32
"3728",800,30
"3729",900,65
"3730",3600,60
"3731",2000,60
"3732",2960,58
"3733",2100,47
"3734",2100,28
"3735",2500,57
"3736",3500,55
"3737",3200,55
"3738",3000,26
"3739",1800,26
"3740",2200,58
"3741",1100,28
"3742",1034,45
"3743",1890,41
"3744",1000,74
"3745",5200,49
"3746",1920,64
"3747",2600,60
"3748",2450,58
"3749",2400,51
"3750",3000,48
"3751",2230,35
"3752",8000,63
"3753",1904,54
"3754",1904,26
"3755",6000,38
"3756",1400,31
"3757",4000,24
"3758",1500,57
"3759",3300,48
"3760",2200,51
"3761",2000,45
"3762",1600,59
"3763",2000,36
"3764",2600,44
"3765",850,45
"3766",4000,32
"3767",1600,55
"3768",2000,26
"3769",2100,58
"3770",600,24
"3771",5000,29
"3772",3200,44
"3773",1800,67
"3774",3000,24
"3775",2350,31
"3776",2800,41
"3777",1680,40
"3778",2300,67
"3779",1950,49
"3780",2200,45
"3781",2200,30
"3782",2100,62
"3783",1500,62
"3784",2000,58
"3785",3000,58
"3786",3000,60
"3787",2100,41
"3788",2500,41
"3789",1950,34
"3790",2850,34
"3791",2200,33
"3792",2000,58
"3793",2500,31
"3794",2100,37
"3795",2000,48
"3796",2000,24
"3797",1920,58
"3798",5500,32
"3799",4000,33
"3800",3600,58
"3801",2000,27
"3802",2800,38
"3803",2800,62
"3804",1700,26
"3805",3000,36
"3806",2100,37
"3807",2300,52
"3808",5600,50
"3809",1900,41
"3810",3200,27
"3811",2000,28
"3812",2400,38
"3813",3100,47
"3814",3250,25
"3815",5000,72
"3816",2600,35
"3817",1633,28
"3818",1920,60
"3819",4000,50
"3820",1033,20
"3821",4000,47
"3822",3200,31
"3823",11000,46
"3824",2600,26
"3825",1900,50
"3826",2400,50
"3827",3000,29
"3828",4000,33
"3829",1650,31
"3830",1920,30
"3831",3000,52
"3832",2200,26
"3833",2000,46
"3834",2000,43
"3835",2500,45
"3836",3000,60
"3837",2000,29
"3838",3300,38
"3839",1928,32
"3840",2100,32
"3841",1700,34
"3842",2500,58
"3843",2500,31
"3844",2250,55
"3845",2000,28
"3846",3300,54
"3847",4000,41
"3848",3200,25
"3849",2800,43
"3850",4500,41
"3851",2400,56
"3852",3200,33
"3853",1000,56
"3854",2300,60
"3855",2300,38
"3856",3000,37
"3857",2200,52
"3858",2158,55
"3859",3000,58
"3860",1800,67
"3861",3000,36
"3862",6000,63
"3863",4000,37
"3864",4600,29
"3865",3600,25
"3866",4200,40
"3867",2100,27
"3868",4000,54
"3869",3000,59
"3870",2400,26
"3871",3000,25
"3872",2200,50
"3873",2200,44
"3874",1920,40
"3875",2180,58
"3876",2000,36
"3877",3500,40
"3878",1800,45
"3879",2800,52
"3880",2400,37
"3881",2500,42
"3882",1700,56
"3883",1700,63
"3884",2889,54
"3885",3800,29
"3886",3500,49
"3887",1900,62
"3888",1600,35
"3889",2350,62
"3890",6000,52
"3891",2200,28
"3892",3500,36
"3893",1920,60
"3894",3000,57
"3895",3000,58
"3896",5000,31
"3897",2400,44
"3898",2900,59
"3899",2200,27
"3900",4000,56
"3901",3000,42
"3902",1920,48
"3903",1800,59
"3904",1920,56
"3905",2150,35
"3906",2000,40
"3907",2400,64
"3908",2200,55
"3909",2200,32
"3910",2100,59
"3911",2850,41
"3912",1900,23
"3913",3000,59
"3914",1800,44
"3915",5200,35
"3916",2500,30
"3917",4600,48
"3918",2700,47
"3919",2000,40
"3920",1900,59
"3921",3000,25
"3922",4000,32
"3923",1700,49
"3924",2400,57
"3925",1800,68
"3926",4300,28
"3927",2000,48
"3928",2500,49
"3929",4000,30
"3930",1200,44
"3931",2800,53
"3932",4500,45
"3933",1000,54
"3934",4500,35
"3935",5700,56
"3936",4200,59
"3937",2600,32
"3938",4000,59
"3939",1980,55
"3940",3500,34
"3941",3500,43
"3942",1925,31
"3943",4000,52
"3944",4600,27
"3945",4000,50
"3946",4000,31
"3947",6000,40
"3948",3000,55
"3949",2000,37
"3950",6000,45
"3951",2200,27
"3952",340,62
"3953",3200,50
"3954",2000,48
"3955",3000,64
"3956",2000,43
"3957",1990,39
"3958",3000,39
"3959",1890,58
"3960",2400,64
"3961",3420,28
"3962",2400,56
"3963",2300,60
"3964",3500,54
"3965",2200,20
"3966",2380,54
"3967",2800,50
"3968",2500,37
"3969",2000,49
"3970",2100,40
"3971",3500,27
"3972",1920,43
"3973",2000,53
"3974",1700,49
"3975",2200,58
"3976",2500,47
"3977",2000,38
"3978",1700,54
"3979",1100,61
"3980",1800,32
"3981",2100,42
"3982",1700,21
"3983",1950,48
"3984",1950,28
"3985",2300,31
"3986",1800,36
"3987",2500,32
"3988",4500,51
"3989",3900,49
"3990",2800,39
"3991",2160,26
"3992",2500,28
"3993",3800,57
"3994",971,63
"3995",3000,61
"3996",5000,36
"3997",1960,47
"3998",1300,45
"3999",2800,57
"4000",3000,60
"4001",2000,28
"4002",5000,64
"4003",2000,52
"4004",2700,33
"4005",2200,35
"4006",2200,67
"4007",2600,35
"4008",4000,27
"4009",0,19
"4010",2400,30
"4011",1920,40
"4012",1000,62
"4013",2000,33
"4014",2000,25
"4015",2900,28
"4016",2158,55
"4017",4500,61
"4018",3500,63
"4019",6200,37
"4020",4200,28
"4021",3000,36
"4022",3000,29
"4023",2000,29
"4024",5000,35
"4025",4000,66
"4026",3500,43
"4027",2000,59
"4028",10000,41
"4029",1700,56
"4030",3560,31
"4031",4000,45
"4032",1920,61
"4033",2000,40
"4034",2100,65
"4035",4000,31
"4036",2500,34
"4037",2200,37
"4038",3300,46
"4039",3300,27
"4040",2500,31
"4041",2800,65
"4042",2000,62
"4043",2700,46
"4044",5500,41
"4045",3900,51
"4046",1450,63
"4047",2500,31
"4048",2300,60
"4049",2000,49
"4050",3000,60
"4051",1920,56
"4052",2000,56
"4053",2000,30
"4054",2400,33
"4055",2000,29
"4056",6000,44
"4057",600,77
"4058",2200,49
"4059",1800,50
"4060",1800,56
"4061",3500,36
"4062",4000,64
"4063",2800,30
"4064",3100,48
"4065",2500,51
"4066",3000,61
"4067",2500,34
"4068",1920,42
"4069",2500,43
"4070",2100,36
"4071",5000,35
"4072",2500,34
"4073",2100,29
"4074",4850,34
"4075",2000,32
"4076",1921,53
"4077",3000,60
"4078",1900,34
"4079",1800,35
"4080",10000,30
"4081",2300,53
"4082",1920,60
"4083",1600,32
"4084",1900,27
"4085",14000,54
"4086",1800,58
"4087",3350,64
"4088",3700,39
"4089",1920,46
"4090",1900,29
"4091",2500,29
"4092",1800,48
"4093",2700,45
"4094",1500,56
"4095",3300,58
"4096",3150,35
"4097",1925,53
"4098",2000,27
"4099",8000,51
"4100",1240,38
"4101",2500,31
"4102",1950,30
"4103",2500,46
"4104",2800,34
"4105",2100,43
"4106",2000,45
"4107",2600,50
"4108",3000,48
"4109",3000,31
"4110",4000,35
"4111",3000,42
"4112",1850,30
"4113",2500,51
"4114",7335,57
"4115",3600,44
"4116",3500,43
"4117",2000,20
"4118",3900,43
"4119",1680,51
"4120",1990,50
"4121",2200,59
"4122",3300,47
"4123",4000,28
"4124",3000,25
"4125",4900,57
"4126",2100,32
"4127",3300,41
"4128",2000,43
"4129",1996,56
"4130",2200,51
"4131",2100,24
"4132",2500,36
"4133",2500,47
"4134",2200,43
"4135",2800,44
"4136",3000,59
"4137",2600,27
"4138",10000,48
"4139",3200,50
"4140",3200,39
"4141",3600,37
"4142",3700,34
"4143",2300,58
"4144",2000,78
"4145",1700,54
"4146",2500,47
"4147",3000,40
"4148",2200,48
"4149",2100,59
"4150",1900,27
"4151",2500,46
"4152",2000,51
"4153",1980,56
"4154",2500,27
"4155",1950,26
"4156",2100,50
"4157",4500,28
"4158",4000,26
"4159",5700,44
"4160",5000,56
"4161",2200,42
"4162",1900,40
"4163",1700,29
"4164",2400,42
"4165",2300,43
"4166",3500,35
"4167",4300,57
"4168",2500,63
"4169",3500,33
"4170",2500,32
"4171",7000,56
"4172",4700,46
"4173",2100,43
"4174",3000,47
"4175",2400,38
"4176",3000,60
"4177",4700,40
"4178",1900,38
"4179",2500,29
"4180",1940,30
"4181",2900,37
"4182",3800,40
"4183",2500,55
"4184",2700,45
"4185",3000,56
"4186",3500,35
"4187",2550,59
"4188",2100,47
"4189",2100,54
"4190",3200,64
"4191",2300,27
"4192",1950,60
"4193",2900,44
"4194",2200,56
"4195",8000,30
"4196",1774,65
"4197",1900,55
"4198",2000,28
"4199",2200,46
"4200",3600,54
"4201",3000,45
"4202",2500,37
"4203",2200,62
"4204",3000,58
"4205",3100,23
"4206",6500,48
"4207",3200,45
"4208",2000,29
"4209",2000,22
"4210",3000,37
"4211",2800,63
"4212",3500,54
"4213",2000,48
"4214",3000,39
"4215",2250,58
"4216",2500,46
"4217",2200,40
"4218",2000,48
"4219",2270,59
"4220",2260,64
"4221",2340,66
"4222",3580,55
"4223",3610,42
"4224",4200,56
"4225",2300,50
"4226",2300,30
"4227",4000,23
"4228",4000,60
"4229",1900,51
"4230",3000,34
"4231",7500,59
"4232",7500,59
"4233",2500,43
"4234",7000,47
"4235",3700,24
"4236",2650,35
"4237",7800,36
"4238",1634,57
"4239",1700,45
"4240",4400,54
"4241",3000,51
"4242",3100,39
"4243",1950,64
"4244",6000,64
"4245",2600,33
"4246",8000,46
"4247",4900,29
"4248",2400,57
"4249",2360,29
"4250",2600,59
"4251",1000,34
"4252",4500,34
"4253",3100,34
"4254",1904,54
"4255",3000,29
"4256",4500,55
"4257",2200,48
"4258",2100,45
"4259",3000,30
"4260",2500,45
"4261",3500,31
"4262",30000,37
"4263",3500,43
"4264",2800,44
"4265",2500,64
"4266",4900,57
"4267",1800,27
"4268",4500,37
"4269",500,58
"4270",5000,47
"4271",5000,21
"4272",4000,26
"4273",2500,51
"4274",2000,53
"4275",6000,49
"4276",2100,21
"4277",2300,39
"4278",2000,33
"4279",2200,40
"4280",2000,56
"4281",3000,26
"4282",3940,52
"4283",3500,38
"4284",3200,44
"4285",2200,54
"4286",7000,35
"4287",2400,28
"4288",1900,60
"4289",2700,57
"4290",2500,28
"4291",2000,40
"4292",2000,46
"4293",3000,42
"4294",2000,30
"4295",3500,21
"4296",2400,47
"4297",3000,32
"4298",3000,43
"4299",1929,49
"4300",1929,46
"4301",3800,57
"4302",2900,53
"4303",4200,39
"4304",3000,42
"4305",2900,35
"4306",4300,41
"4307",4000,49
"4308",2400,36
"4309",2500,30
"4310",3600,29
"4311",2000,44
"4312",3500,43
"4313",3800,22
"4314",1850,55
"4315",2300,50
"4316",3750,55
"4317",1800,36
"4318",2600,45
"4319",2200,41
"4320",3000,57
"4321",3600,37
"4322",2300,35
"4323",2150,45
"4324",4300,52
"4325",2100,41
"4326",3000,37
"4327",2500,41
"4328",4500,62
"4329",4000,65
"4330",2200,45
"4331",2270,51
"4332",2400,48
"4333",2500,32
"4334",3300,52
"4335",2950,62
"4336",4500,37
"4337",5000,38
"4338",7000,39
"4339",1800,37
"4340",3000,45
"4341",2400,53
"4342",4000,33
"4343",1700,25
"4344",970,46
"4345",2300,55
"4346",4200,56
"4347",5500,28
"4348",1200,49
"4349",3000,39
"4350",2100,36
"4351",3000,53
"4352",3000,37
"4353",1800,65
"4354",4000,33
"4355",2200,65
"4356",2000,46
"4357",2600,26
"4358",2600,34
"4359",4200,53
"4360",2500,37
"4361",2350,21
"4362",2800,51
"4363",2500,40
"4364",3000,56
"4365",2000,42
"4366",5500,44
"4367",4000,37
"4368",2500,32
"4369",2270,30
"4370",4300,58
"4371",2600,38
"4372",5000,60
"4373",3000,27
"4374",3100,42
"4375",4000,31
"4376",1950,39
"4377",2200,37
"4378",3300,46
"4379",2800,60
"4380",6000,53
"4381",3000,42
"4382",2200,37
"4383",2700,53
"4384",4000,57
"4385",2500,36
"4386",5000,54
"4387",1800,52
"4388",1995,41
"4389",2500,56
"4390",1950,36
"4391",3200,30
"4392",2000,25
"4393",2300,50
"4394",3200,38
"4395",2550,47
"4396",2100,32
"4397",1680,46
"4398",1900,56
"4399",3500,36
"4400",2500,43
"4401",1800,48
"4402",3100,38
"4403",2000,25
"4404",2000,39
"4405",3300,30
"4406",2600,27
"4407",1400,39
"4408",2950,45
"4409",2100,35
"4410",3500,26
"4411",2800,21
"4412",2500,70
"4413",1000,20
"4414",3200,36
"4415",2500,33
"4416",3000,56
"4417",2300,38
"4418",2400,37
"4419",3300,52
"4420",2300,28
"4421",1300,59
"4422",6000,30
"4423",1000,56
"4424",1900,64
"4425",4800,44
"4426",2200,54
"4427",9000,40
"4428",3200,66
"4429",2700,52
"4430",2200,53
"4431",1900,47
"4432",2500,62
"4433",6000,38
"4434",2500,30
"4435",6000,62
"4436",2400,62
"4437",2800,33
"4438",2000,23
"4439",5500,44
"4440",2360,29
"4441",2100,41
"4442",2500,26
"4443",2200,62
"4444",3700,57
"4445",4000,65
"4446",1920,43
"4447",2200,57
"4448",1500,35
"4449",9000,44
"4450",2000,59
"4451",330,59
"4452",1800,33
"4453",2250,44
"4454",2600,30
"4455",3500,58
"4456",2000,27
"4457",2900,38
"4458",5000,50
"4459",3000,38
"4460",3700,59
"4461",1100,59
"4462",1200,51
"4463",4000,55
"4464",3000,34
"4465",5000,34
"4466",3200,40
"4467",3000,39
"4468",4200,23
"4469",6000,37
"4470",4500,42
"4471",3300,26
"4472",4000,61
"4473",3500,25
"4474",3000,46
"4475",7000,40
"4476",6000,45
"4477",2700,46
"4478",2600,45
"4479",2850,41
"4480",4400,63
"4481",900,36
"4482",2000,29
"4483",2850,41
"4484",2300,52
"4485",2500,44
"4486",3700,31
"4487",3000,49
"4488",10000,62
"4489",4700,40
"4490",2900,25
"4491",2200,47
"4492",2000,57
"4493",2300,53
"4494",1400,25
"4495",2600,44
"4496",6000,48
"4497",2800,48
"4498",10000,46
"4499",5000,41
"4500",2500,45
"4501",4500,54
"4502",2150,26
"4503",3100,57
"4504",2200,59
"4505",600,59
"4506",6000,34
"4507",3200,38
"4508",2500,49
"4509",2800,44
"4510",2100,23
"4511",6000,51
"4512",3000,54
"4513",4300,39
"4514",2300,59
"4515",2200,24
"4516",3000,54
"4517",5000,64
"4518",3500,48
"4519",800,39
"4520",3000,40
"4521",4500,52
"4522",2200,41
"4523",2200,32
"4524",4000,47
"4525",3000,52
"4526",1500,25
"4527",3000,51
"4528",2500,59
"4529",2000,36
"4530",2300,47
"4531",5000,35
"4532",3100,57
"4533",2500,73
"4534",3000,51
"4535",5100,38
"4536",3100,63
"4537",2000,29
"4538",6700,33
"4539",2800,30
"4540",4000,34
"4541",4000,50
"4542",2200,65
"4543",3000,52
"4544",3500,59
"4545",2200,49
"4546",3500,28
"4547",5900,63
"4548",3200,60
"4549",4000,56
"4550",2850,32
"4551",4000,57
"4552",3000,37
"4553",4000,48
"4554",4000,51
"4555",2700,44
"4556",2200,53
"4557",2600,54
"4558",1000,45
"4559",1950,32
"4560",2350,52
"4561",4000,31
"4562",2000,36
"4563",9000,44
"4564",5500,46
"4565",3000,38
"4566",2600,32
"4567",7000,30
"4568",11000,37
"4569",4100,45
"4570",2000,51
"4571",3400,50
"4572",2550,27
"4573",5000,35
"4574",3500,43
"4575",2500,38
"4576",10000,39
"4577",1800,27
"4578",2500,39
"4579",2000,41
"4580",3100,59
"4581",1900,30
"4582",2000,59
"4583",4000,59
"4584",1900,45
"4585",4000,30
"4586",2500,30
"4587",3000,66
"4588",900,33
"4589",1900,41
"4590",3900,40
"4591",1850,27
"4592",4500,28
"4593",1100,61
"4594",2000,38
"4595",2000,52
"4596",1950,30
"4597",1900,63
"4598",1650,41
"4599",1650,42
"4600",2000,27
"4601",2300,24
"4602",1950,35
"4603",2700,45
"4604",2000,49
"4605",1920,27
"4606",3000,45
"4607",2000,42
"4608",2900,39
"4609",1100,29
"4610",2500,48
"4611",5500,40
"4612",2300,34
"4613",2400,47
"4614",2500,43
"4615",2500,37
"4616",2400,47
"4617",2100,48
"4618",3000,32
"4619",1500,57
"4620",4000,46
"4621",2200,30
"4622",3500,31
"4623",2500,66
"4624",3000,64
"4625",3000,26
"4626",2900,56
"4627",2100,44
"4628",3000,26
"4629",3200,41
"4630",2250,58
"4631",4300,60
"4632",4500,34
"4633",2900,34
"4634",1950,56
"4635",2600,52
"4636",2000,48
"4637",2900,27
"4638",3200,59
"4639",4500,59
"4640",4000,31
"4641",1950,39
"4642",1850,25
"4643",2300,32
"4644",1000,64
"4645",2700,50
"4646",2700,35
"4647",2500,42
"4648",2300,46
"4649",2800,41
"4650",1900,59
"4651",2000,53
"4652",3500,41
"4653",4500,36
"4654",5000,59
"4655",1800,39
"4656",6500,32
"4657",3600,54
"4658",2600,38
"4659",2000,36
"4660",1800,53
"4661",2950,42
"4662",4100,41
"4663",1500,60
"4664",4800,36
"4665",4000,32
"4666",3050,30
"4667",4000,35
"4668",1400,54
"4669",1900,31
"4670",2500,56
"4671",3000,56
"4672",1700,56
"4673",2500,37
"4674",7000,35
"4675",2400,60
"4676",3500,43
"4677",1260,57
"4678",4500,41
"4679",4000,33
"4680",3000,33
"4681",1900,24
"4682",4000,56
"4683",10000,32
"4684",1300,48
"4685",3000,42
"4686",1600,26
"4687",3000,60
"4688",2700,46
"4689",3400,55
"4690",1700,49
"4691",2700,35
"4692",2000,24
"4693",3500,33
"4694",2500,42
"4695",2500,52
"4696",2800,58
"4697",1800,29
"4698",3500,35
"4699",1800,41
"4700",2500,66
"4701",3100,54
"4702",4500,29
"4703",1990,51
"4704",3200,35
"4705",2200,42
"4706",3000,51
"4707",600,27
"4708",3100,31
"4709",2400,40
"4710",1900,24
"4711",1900,48
"4712",2000,46
"4713",4000,26
"4714",3000,56
"4715",2800,50
"4716",3000,25
"4717",5250,69
"4718",2300,32
"4719",3500,50
"4720",4380,42
"4721",1930,35
"4722",2600,51
"4723",3300,27
"4724",1100,45
"4725",7000,33
"4726",800,69
"4727",6000,43
"4728",2200,44
"4729",1600,37
"4730",2600,63
"4731",4900,29
"4732",2500,42
"4733",2000,30
"4734",6000,41
"4735",2000,52
"4736",3200,45
"4737",2400,46
"4738",1920,51
"4739",3000,40
"4740",6700,43
"4741",2700,52
"4742",1000,72
"4743",6000,41
"4744",1920,30
"4745",2500,57
"4746",6000,35
"4747",2000,33
"4748",2800,34
"4749",5000,41
"4750",7500,33
"4751",4500,46
"4752",3500,50
"4753",3000,61
"4754",2500,36
"4755",2300,28
"4756",550,53
"4757",6000,37
"4758",5000,34
"4759",3000,55
"4760",2100,25
"4761",2500,30
"4762",1920,36
"4763",1634,35
"4764",1600,29
"4765",2100,55
"4766",4200,55
"4767",3200,44
"4768",3500,44
"4769",2100,40
"4770",2100,44
"4771",2100,42
"4772",2700,38
"4773",3000,45
"4774",1900,58
"4775",2500,23
"4776",2000,49
"4777",2400,34
"4778",2900,63
"4779",3500,36
"4780",7000,49
"4781",2700,45
